Company Name,GPM PROPERTY MANAGEMENT
Phone Number,734-287-6619
Source,Purchase Details
Date Range,2024-08-21 to 2026-09-21
Export Date,September-21-2026 13:01:39


Date,Store Number,Transaction Id,Register Number,Job Name,SKU Number,SKU Description,Quantity,Original Unit Price,Department Name,Class Name,Subclass Name,Program Discount Amount,Program Discount Indicator,Other Discount Amount,Extended Retail (before discount),Net Unit Price,Company Name
2025-06-13,2718,3905,51,114499,1000016206,WSTR 4 IN SHERLOCK PRO FRAME GREEN,1,$7.58,PAINT,APPLICATORS,TRAYS / LINERS,$0.000000,,$-0.45,$7.13,$7.13,GPM PROPERTY MANAGEMENT
2025-06-13,2718,3905,51,114499,1005936874,FROST SHEET,1,$34.00,MILLWORK,GLASS/SCREEN,ACRYLIC SHEETS,$0.000000,,$0.00,$34.00,$34.00,GPM PROPERTY MANAGEMENT
2025-06-13,2718,3905,51,114499,1001262581,WOOSTER PELICAN PAIL,1,$10.48,PAINT,APPLICATORS,TRAYS / LINERS,$0.000000,,$-0.63,$9.85,$9.85,GPM PROPERTY MANAGEMENT
2025-06-13,2718,3905,51,114499,1001217462,WSTR PELICAN LINER 3 PK,1,$4.77,PAINT,APPLICATORS,TRAYS / LINERS,$0.000000,,$-0.29,$4.48,$4.48,GPM PROPERTY MANAGEMENT
2025-06-13,2718,3905,51,114499,173252,"OSI QUAD W,D&S SEALANT WHITE 10 OZ",1,$8.48,PAINT,CAULKS,SOLVENT,$0.000000,,$-0.59,$7.89,$7.89,GPM PROPERTY MANAGEMENT
2025-06-13,2718,3905,51,114499,173252,"OSI QUAD W,D&S SEALANT WHITE 10 OZ",1,$8.48,PAINT,CAULKS,SOLVENT,$0.000000,,$-0.60,$7.88,$7.88,GPM PROPERTY MANAGEMENT
2025-06-13,2718,3905,51,114499,352021,BEHR PPE 9050 SATIN UPW 128OZ,1,$47.98,PAINT,EXTERIOR PAINT,BEHR PREMIUM PLUS EXTERI,$-9.600000,,$0.00,$38.38,$38.38,GPM PROPERTY MANAGEMENT
2025-06-13,2781,4663,5,116628,1003272474,"1 "" X 5FT WHITE PEX-A PIPE",1,$8.34,PLUMBING,PIPE AND FITTINGS,,$0.000000,,$-1.25,$7.09,$7.09,GPM PROPERTY MANAGEMENT
2025-06-13,2781,4663,5,116628,324445,"1"" SHARKBITE X MALE ADAPTER",2,$16.96,PLUMBING,PIPE AND FITTINGS,PUSH TO CONNECT FTTGS,$0.000000,,$-1.70,$32.22,$32.22,GPM PROPERTY MANAGEMENT
2025-06-13,2702,8752,62,114540,479023,1/4 SANDEPLY,1,$29.88,LUMBER,PLYWOOD,HARDWOOD,$0.000000,,$-0.90,$28.98,$28.98,GPM PROPERTY MANAGEMENT
2025-06-13,2702,8752,62,114540,1000050137,"1-1/4"" P-TRAP",1,$5.38,PLUMBING,PIPE AND FITTINGS,TUBULAR REPAIR & REPLACE,$0.000000,,$-0.27,$5.11,$5.11,GPM PROPERTY MANAGEMENT
2025-06-13,2744,3705,51,personal,1005360447,BEHR PREM P&F ANTISLP SLTGR 6295 GL,1,$43.98,PAINT,WATERPROOFERS,PORCH AND FLOOR,$-8.800000,,$0.00,$35.18,$35.18,GPM PROPERTY MANAGEMENT
2025-06-13,2744,3705,51,personal,1002917993,HDX DUSTPAN AND BRUSH SET,1,$8.47,GARDEN/SEASONAL,CLEANING,CLEANING TOOLS,$0.000000,,$0.00,$8.47,$8.47,GPM PROPERTY MANAGEMENT
2025-06-13,2702,8735,62,116366,1005757745,"13"" 2LT ORB FLUSH MOUNT-SINGLE PACK",1,$15.97,ELECTRICAL,INTERIOR LIGHTING,CEILING MOUNT FIXTURES,$0.000000,,$-1.28,$14.69,$14.69,GPM PROPERTY MANAGEMENT
2025-06-13,2702,8736,62,vanstock,505764,CE VINYL ELECT TAPE ROLL 3/4X60FTX7,1,$1.98,ELECTRICAL,TOOLS & ACCESSORIES,LUBES/PROPELLANTS/TAPES,$0.000000,,$0.00,$1.98,$1.98,GPM PROPERTY MANAGEMENT
2025-06-13,2702,8736,62,vanstock,1002747506,CE WINGED WIRE CONNCTRS-YELLOW-30PK,1,$5.98,ELECTRICAL,TOOLS & ACCESSORIES,WIRE CONNECTORS,$0.000000,,$0.00,$5.98,$5.98,GPM PROPERTY MANAGEMENT
2025-06-13,2718,3906,51,truck  tool,633792,9'X12' CANVAS DROP CLOTH 8OZ,1,$29.98,PAINT,SHEETING/BUCKETS,DROP CLOTHS-CANVAS,$0.000000,,$0.00,$29.98,$29.98,GPM PROPERTY MANAGEMENT
2025-06-12,2738,320,62,2557 4TH STREET,1006478188,KS SEC COVE PROJ PACK SN SMT,1,$62.47,HARDWARE,DOOR LOCKS,,$0.000000,,$0.00,$62.47,$62.47,GPM PROPERTY MANAGEMENT
2025-06-12,2707,4004,64,116607,104183,32HCFLHWSB,1,$70.00,MILLWORK,INTERIOR DOORS,FLUSH SLABS,$0.000000,,$-7.70,$62.30,$62.30,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1009955769,"3-1/4"" WHITE SCHOOLHOUSE SHADE",1,$6.80,ELECTRICAL,INTERIOR LIGHTING,REPLACEMENT GLASS,$0.000000,,$0.00,$6.80,$6.80,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1010608796,COMBO 10YR BATTERY,1,$54.97,ELECTRICAL,SAFETY/SECURITY,COMBINATION ALARMS,$0.000000,,$-7.15,$47.82,$47.82,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1006965067,SILICONE FAUCET GREASE 1/2 OZ.,1,$4.98,PLUMBING,PLUMBING REPAIR & REPLAC,FAUCET REPAIR & REPLACE,$0.000000,,$-0.25,$4.73,$4.73,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,125068,GE SIL I TUB & TILE WHITE 10.1 OZ,1,$8.98,PAINT,CAULKS,SILICON K&B,$0.000000,,$-0.27,$8.71,$8.71,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,914584,1X2X8 NO.2,1,$3.27,LUMBER,BOARDS,WHITEWOOD,$0.000000,,$-0.23,$3.04,$3.04,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1009810314,BETTER B 2.5 ANGLE SASH LATEX BRUSH,1,$11.47,PAINT,APPLICATORS,BETTER BRUSHES,$0.000000,,$-0.92,$10.55,$10.55,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1010608796,COMBO 10YR BATTERY,1,$54.97,ELECTRICAL,SAFETY/SECURITY,COMBINATION ALARMS,$0.000000,,$-7.15,$47.82,$47.82,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1010608796,COMBO 10YR BATTERY,1,$54.97,ELECTRICAL,SAFETY/SECURITY,COMBINATION ALARMS,$0.000000,,$-7.14,$47.83,$47.83,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1010608796,COMBO 10YR BATTERY,1,$54.97,ELECTRICAL,SAFETY/SECURITY,COMBINATION ALARMS,$0.000000,,$-7.14,$47.83,$47.83,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,420447,GLIDDEN PREM EXT SATIN BASE 1 124OZ,1,$38.98,PAINT,EXTERIOR PAINT,GLIDDEN PREMIUM EXTERIOR,$-7.800000,,$0.00,$31.18,$31.18,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,1006514019,SINGLE LEVER CARTRIDGE FOR PEERLESS,1,$60.94,PLUMBING,PLUMBING REPAIR & REPLAC,FAUCET REPAIR & REPLACE,$0.000000,,$-3.05,$57.89,$57.89,GPM PROPERTY MANAGEMENT
2025-06-12,2702,9899,52,116589,465121,BRSHD NICKEL UNIV TRIM KIT FOR DELTA,1,$58.85,PLUMBING,PLUMBING REPAIR & REPLAC,TUB REPAIR,$0.000000,,$-2.94,$55.91,$55.91,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,604774,"4"" X 8' UL SEMI RIGID ALUMINUM DUCT",1,$17.45,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-1.05,$16.40,$16.40,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,256731,#35 EXTRA THICK WAX RING WITH BOLTS,1,$6.98,PLUMBING,PLUMBING REPAIR & REPLAC,TOILET REPAIR & REPLACE,$0.000000,,$-0.56,$6.42,$6.42,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,526445,"8"" COMPOSITE SHIM (12 PC BDL)",1,$2.28,LUMBER,SHIMS & WOOD SHINGLES,SHIMS,$0.000000,,$0.00,$2.28,$2.28,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,598764,"4"" ADJUSTABLE METAL WORM DRIVE CLAMP",1,$2.18,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-0.13,$2.05,$2.05,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,598764,"4"" ADJUSTABLE METAL WORM DRIVE CLAMP",1,$2.18,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-0.13,$2.05,$2.05,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,270398,12X6 RETURN WHITE STEEL,1,$11.98,PLUMBING,AIR CIRCULATION/ACCES.,REGISTER/GRILLS,$0.000000,,$-1.92,$10.06,$10.06,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,125068,GE SIL I TUB & TILE WHITE 10.1 OZ,1,$8.98,PAINT,CAULKS,SILICON K&B,$0.000000,,$-0.27,$8.71,$8.71,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8547,62,116587,526445,"8"" COMPOSITE SHIM (12 PC BDL)",1,$2.28,LUMBER,SHIMS & WOOD SHINGLES,SHIMS,$0.000000,,$0.00,$2.28,$2.28,GPM PROPERTY MANAGEMENT
2025-06-12,2703,5935,51,hubbard,1006959180,TUB SPOUT WITH DIVERTER IN BRUSHED N,1,$25.81,PLUMBING,PLUMBING REPAIR & REPLAC,TUB REPAIR,$0.000000,,$-1.29,$24.52,$24.52,GPM PROPERTY MANAGEMENT
2025-06-12,2703,5935,51,hubbard,685741,"3/4"" SLIP X MHT FITTING",1,$2.18,PLUMBING,IRRIGATION,IRRIGATION ACCESSORIES,$0.000000,,$0.00,$2.18,$2.18,GPM PROPERTY MANAGEMENT
2025-06-12,2703,5935,51,hubbard,100561,"#004 SS CLAMP 1/4""X5/8"" DIA",1,$1.88,PLUMBING,IRRIGATION,,$0.000000,,$0.00,$1.88,$1.88,GPM PROPERTY MANAGEMENT
2025-06-12,2738,6033,61,2557 4TH STREET,675694,"5"" MYLAR REFLECTIVE #2 BLACK",1,$2.87,HARDWARE,BUILDER'S HARDWARE,"NUMBERS, LETTERS, SIGNS",$0.000000,,$0.00,$2.87,$2.87,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8487,62,van stock,1005759045,HDX 24PK MICROFIBERS CLOTHS,1,$9.98,GARDEN/SEASONAL,CLEANING,SPONGES/GLOVES,$0.000000,,$0.00,$9.98,$9.98,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8487,62,van stock,492240,RYOBI 15PC ROUTER BIT SET,1,$69.97,HARDWARE,POWER TOOL ACCESSORIES,WOODWORKING,$0.000000,,$-33.60,$36.37,$36.37,GPM PROPERTY MANAGEMENT
2025-06-12,2789,9811,52,shawn home,270581,10.5 WET-STK,1,$3.98,BLDG. MATERIALS,ROOFING,ROOF CEMENTS,$0.000000,,$0.00,$3.98,$3.98,GPM PROPERTY MANAGEMENT
2025-06-12,2789,8836,61,116237,1002263833,BETTER 4 IN TRAY SET,1,$9.97,PAINT,APPLICATORS,ROLLER TRAY KITS,$0.000000,,$-0.80,$9.17,$9.17,GPM PROPERTY MANAGEMENT
2025-06-12,2789,7864,20,116457,339696,Oriented Strand Boar,1,$-22.47,LUMBER,PLYWOOD,OSB,$0.000000,,$0.67,$-21.80,$-21.80,GPM PROPERTY MANAGEMENT
2025-06-12,2789,7864,20,116457,166014,4X8 1/4 BC,1,$-24.92,LUMBER,PLYWOOD,SANDED,$0.000000,,$0.75,$-24.17,$-24.17,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3350,34,116592 2120 5th st,279073,BEHR PREM P&F PAINT6695 SLT GRAY GAL,1,$38.98,PAINT,WATERPROOFERS,PORCH AND FLOOR,$-7.800000,,$0.00,$31.18,$31.18,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3350,34,116592 2120 5th st,279073,BEHR PREM P&F PAINT6695 SLT GRAY GAL,1,$38.98,PAINT,WATERPROOFERS,PORCH AND FLOOR,$-7.790000,,$0.00,$31.19,$31.19,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3350,34,116592 2120 5th st,279073,BEHR PREM P&F PAINT6695 SLT GRAY GAL,1,$38.98,PAINT,WATERPROOFERS,PORCH AND FLOOR,$-7.800000,,$0.00,$31.18,$31.18,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3350,34,116592 2120 5th st,606847,GLID PREM INT EGG PURE WHITE 4.8GAL,1,$117.00,PAINT,INTERIOR PAINT,GLIDDEN PREMIUM,$-23.390000,,$0.00,$93.61,$93.61,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3350,34,116592 2120 5th st,279073,BEHR PREM P&F PAINT6695 SLT GRAY GAL,1,$38.98,PAINT,WATERPROOFERS,PORCH AND FLOOR,$-7.800000,,$0.00,$31.18,$31.18,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6813,10,0,249285,PLASTIC PULL CHAIN LAMP HOLDER,1,$4.61,ELECTRICAL,WIRING DEVICES,SPECIALTY,$0.000000,,$-0.46,$4.15,$4.15,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6813,10,0,249285,PLASTIC PULL CHAIN LAMP HOLDER,1,$4.61,ELECTRICAL,WIRING DEVICES,SPECIALTY,$0.000000,,$-0.46,$4.15,$4.15,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8546,62,stock,267000,HUSKY 42G CONTRACTOR BAGS 50CT,1,$29.97,GARDEN/SEASONAL,CLEANING,TRASH BAGS,$0.000000,,$0.00,$29.97,$29.97,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3341,34,2660 Bailey,395266,WC GRIPPER KNIT GLOVE XL,1,$7.27,HARDWARE,SECURITY/SAFETY,WORK GLOVES,$0.000000,,$0.00,$7.27,$7.27,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3341,34,2660 Bailey,1008101574,HDX PT 1,1,$1.48,GARDEN/SEASONAL,CLEANING,PAPER,$0.000000,,$-0.50,$0.98,$0.98,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3341,34,2660 Bailey,1012399281,HIGH-EFFICIENCY TOILET PLUNGER,1,$8.47,PLUMBING,PLUMBING REPAIR & REPLAC,AUGERS/PLUNGERS,$0.000000,,$-0.85,$7.62,$7.62,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,1005850036,BEHR CAB & TRM INT SAT DP 7523 116OZ,1,$54.98,PAINT,INTERIOR PAINT,BEHR OIL,$-11.000000,,$0.00,$43.98,$43.98,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,745645,"1/2"" SB X 3/8"" OD COMP ANGLE STOP",1,$13.45,PLUMBING,PIPE AND FITTINGS,VALVE & SUPPLY LINES,$0.000000,,$-0.94,$12.51,$12.51,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,1003318409,SIMPLE GREEN HEAVY DUTY TOWELS 75CT,1,$10.38,GARDEN/SEASONAL,CLEANING,,$0.000000,,$0.00,$10.38,$10.38,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,205534,"1/2"" X 1/4"" COMP ANGLE STOP LF",1,$13.45,PLUMBING,PIPE AND FITTINGS,VALVE & SUPPLY LINES,$0.000000,,$-0.95,$12.50,$12.50,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,745645,"1/2"" SB X 3/8"" OD COMP ANGLE STOP",1,$13.45,PLUMBING,PIPE AND FITTINGS,VALVE & SUPPLY LINES,$0.000000,,$-0.94,$12.51,$12.51,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,1002213344,WSTR PRO 9 X 1/2 IN AC KNIT  RC,1,$4.97,PAINT,APPLICATORS,BETTER ROLLER COVERS,$0.000000,,$-0.40,$4.57,$4.57,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,1002215481,WSTR PRO 9 X 1/4 IN WOVEN RC,1,$5.77,PAINT,APPLICATORS,BEST/PRO ROLLER COVERS,$0.000000,,$-0.52,$5.25,$5.25,GPM PROPERTY MANAGEMENT
2025-06-12,2707,6811,10,116192,205534,"1/2"" X 1/4"" COMP ANGLE STOP LF",1,$13.45,PLUMBING,PIPE AND FITTINGS,VALVE & SUPPLY LINES,$0.000000,,$-0.94,$12.51,$12.51,GPM PROPERTY MANAGEMENT
2025-06-12,6821,1710,18,116237,188166,"1/2"" PVC CAP SLIP",1,$-0.56,PLUMBING,PIPE AND FITTINGS,PVC FITTINGS,$0.000000,,$0.05,$-0.51,$-0.51,GPM PROPERTY MANAGEMENT
2025-06-12,6821,1710,18,116237,188166,"1/2"" PVC CAP SLIP",1,$-0.56,PLUMBING,PIPE AND FITTINGS,PVC FITTINGS,$0.000000,,$0.06,$-0.50,$-0.50,GPM PROPERTY MANAGEMENT
2025-06-12,6821,1710,18,116237,618313,15A WHT SP/3W DBL TOGGLE SWITCH,1,$-14.97,ELECTRICAL,WIRING DEVICES,SWITCHES,$0.000000,,$1.49,$-13.48,$-13.48,GPM PROPERTY MANAGEMENT
2025-06-12,6821,1710,18,116237,188166,"1/2"" PVC CAP SLIP",1,$-0.56,PLUMBING,PIPE AND FITTINGS,PVC FITTINGS,$0.000000,,$0.06,$-0.50,$-0.50,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,221146,5/16 WHT KIT,1,$12.28,MILLWORK,GLASS/SCREEN,SCREEN,$0.000000,,$0.00,$12.28,$12.28,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1009458756,CARPET TRIM,1,$17.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-2.15,$15.82,$15.82,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,792159,3/4 X3/4X8 PNTD FJ WM105 QTR RND,1,$13.54,MILLWORK,MOULDINGS,FIN/PAINTED MOULDING,$0.000000,,$-0.94,$12.60,$12.60,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,136754,BEST VALUE POSTS-CHROME,1,$8.98,KIT/BATH,BATH ACCESSORIES,BATH HARDWARE,$0.000000,,$-1.08,$7.90,$7.90,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1009458760,"CPT TRIM 2""X36""MOCHA ALUM",1,$11.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.44,$10.53,$10.53,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,726538,"GRK CABINETSCREW 8X2-1/2"" 100PK",1,$16.48,HARDWARE,FASTENERS,AVAILABLE,$0.000000,,$-1.98,$14.50,$14.50,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,268291,WHT DWNSPOUT,1,$16.48,BLDG. MATERIALS,,,$0.000000,,$0.00,$16.48,$16.48,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,221146,5/16 WHT KIT,1,$12.28,MILLWORK,GLASS/SCREEN,SCREEN,$0.000000,,$0.00,$12.28,$12.28,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1001573998,"HANAFIN 9""BN LED FM W/PULL CHAIN DNI",1,$24.97,ELECTRICAL,INTERIOR LIGHTING,CEILING MOUNT FIXTURES,$0.000000,,$-2.00,$22.97,$22.97,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,792159,3/4 X3/4X8 PNTD FJ WM105 QTR RND,1,$13.54,MILLWORK,MOULDINGS,FIN/PAINTED MOULDING,$0.000000,,$-0.95,$12.59,$12.59,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1005989249,CE 8IN HEAT STABILIZED CBL TIE 20PK,1,$5.98,ELECTRICAL,TOOLS & ACCESSORIES,CABLE TIES,$0.000000,,$0.00,$5.98,$5.98,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1009458756,CARPET TRIM,1,$17.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-2.15,$15.82,$15.82,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1000017786,UNIVERSAL TOILET BOWL CAPS,1,$3.98,PLUMBING,PLUMBING REPAIR & REPLAC,TOILET REPAIR & REPLACE,$0.000000,,$-0.32,$3.66,$3.66,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,753709,ALEX FAST DRY WHITE 10.1 OZ,1,$4.28,PAINT,CAULKS,LATEX,$0.000000,,$-0.21,$4.07,$4.07,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,221146,5/16 WHT KIT,1,$12.28,MILLWORK,GLASS/SCREEN,SCREEN,$0.000000,,$0.00,$12.28,$12.28,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,914673,1X4X6 NO.2,1,$4.88,LUMBER,BOARDS,WHITEWOOD,$0.000000,,$-0.34,$4.54,$4.54,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1009458752,"CPT TRIM 2""X36""WRM GRY ALUM",1,$11.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.44,$10.53,$10.53,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,1001573998,"HANAFIN 9""BN LED FM W/PULL CHAIN DNI",1,$24.97,ELECTRICAL,INTERIOR LIGHTING,CEILING MOUNT FIXTURES,$0.000000,,$-2.00,$22.97,$22.97,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,185943,"STAIR EDG 1-1/8""X36""PWTR FLTD ALUM",1,$10.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.32,$9.65,$9.65,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,792159,3/4 X3/4X8 PNTD FJ WM105 QTR RND,1,$13.54,MILLWORK,MOULDINGS,FIN/PAINTED MOULDING,$0.000000,,$-0.95,$12.59,$12.59,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,185943,"STAIR EDG 1-1/8""X36""PWTR FLTD ALUM",1,$10.97,WALL&FLOOR COVER.,FLOORING TOOLS & MATERIA,TRANSITION STRIPS,$0.000000,,$-1.32,$9.65,$9.65,GPM PROPERTY MANAGEMENT
2025-06-12,2707,7630,3,114730 packard 7238,221146,5/16 WHT KIT,1,$12.28,MILLWORK,GLASS/SCREEN,SCREEN,$0.000000,,$0.00,$12.28,$12.28,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,363425,BEST 4 X 1/4 IN WOVEN MINI KIT 3PC,1,$7.28,PAINT,APPLICATORS,MINI ROLLERS AND KITS,$0.000000,,$-0.58,$6.70,$6.70,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,256462,#3 WAX RING WITH BOLTS,1,$5.98,PLUMBING,PLUMBING REPAIR & REPLAC,TOILET REPAIR & REPLACE,$0.000000,,$-0.48,$5.50,$5.50,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,433246,BUI SCUFF DEFNSE 2750 EGG UPW 32 OZ,1,$21.48,PAINT,INTERIOR PAINT,QUARTS & SMALLER SIZES,$-4.300000,,$0.00,$17.18,$17.18,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,352073,BEHR PPE 9340 SATIN DEEP 116OZ,1,$47.98,PAINT,EXTERIOR PAINT,BEHR PREMIUM PLUS EXTERI,$-9.590000,,$0.00,$38.39,$38.39,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,1000994482,LINZER 9 IN PET TRAY LINER WHITE 1PK,1,$0.98,PAINT,APPLICATORS,TRAYS / LINERS,$0.000000,,$-0.06,$0.92,$0.92,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,260187,2G WHT JUMBO SWITCH WALLPLT,1,$2.78,ELECTRICAL,WIRING DEVICES,WALL PLATES (COMMODITY),$0.000000,,$-0.28,$2.50,$2.50,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,596307,"4"" ADJUSTABLE ALUMINUM ELBOW",1,$6.58,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-0.40,$6.18,$6.18,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,1005694672,"3.5"" 5/8"" SQUEAK-FREE HINGE BB",1,$3.47,HARDWARE,BUILDER'S HARDWARE,DOOR HDWRE & HINGES,$0.000000,,$-0.35,$3.12,$3.12,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,608093,"4' X 24"" ALUMINUM SNAP LOCK PIPE",1,$5.98,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-0.36,$5.62,$5.62,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,566314,KS SEC TYLO HALL/CLOSET POL BRASS,1,$11.47,HARDWARE,DOOR LOCKS,PASSAGE,$0.000000,,$-1.72,$9.75,$9.75,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,1001370384,ECS (60W) A19 SMT SW 4PK DIM,1,$9.98,ELECTRICAL,LIGHT BULBS,,$0.000000,,$-0.90,$9.08,$9.08,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,608093,"4' X 24"" ALUMINUM SNAP LOCK PIPE",1,$5.98,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-0.36,$5.62,$5.62,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,1001287221,BEST TRYLON 2.0 SHRT CUT ALL PAINT,1,$7.97,PAINT,APPLICATORS,BEST/PRO BRUSHES,$0.000000,,$-0.72,$7.25,$7.25,GPM PROPERTY MANAGEMENT
2025-06-12,2702,8488,62,116607,596307,"4"" ADJUSTABLE ALUMINUM ELBOW",1,$6.58,PLUMBING,AIR CIRCULATION/ACCES.,DRYER VENTING,$0.000000,,$-0.39,$6.19,$6.19,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3342,34,116146 14986 Garden,325467,4X10 FLOOR WHITE STEEL 2 WAY,1,$13.98,PLUMBING,AIR CIRCULATION/ACCES.,REGISTER/GRILLS,$0.000000,,$-2.24,$11.74,$11.74,GPM PROPERTY MANAGEMENT
2025-06-12,2789,3342,34,116146 14986 Garden,455424,ECON 3.0 FLAT BASIC BRUSH,1,$4.48,PAINT,APPLICATORS,ECONOMY/UTILITY BRUSHES,$0.000000,,$-0.27,$4.21,$4.21,GPM PROPERTY MANAGEMENT
